country,indicator,date,year_week,value,source,url
Ireland,Daily ICU occupancy,2021-04-13,2021-W15,48.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Daily ICU occupancy,2021-04-14,2021-W15,49.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Daily ICU occupancy,2021-04-15,2021-W15,51.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Daily ICU occupancy,2021-04-16,2021-W15,53.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Daily ICU occupancy,2021-04-17,2021-W15,50.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Daily ICU occupancy,2021-04-18,2021-W15,47.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Daily ICU occupancy,2021-04-19,2021-W16,50.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Daily ICU occupancy,2021-04-20,2021-W16,48.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Daily ICU occupancy,2021-04-21,2021-W16,47.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Daily ICU occupancy,2021-04-22,2021-W16,48.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Daily ICU occupancy,2021-04-23,2021-W16,48.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Daily ICU occupancy,2021-04-24,2021-W16,46.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Daily ICU occupancy,2021-04-25,2021-W16,45.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Daily ICU occupancy,2021-04-26,2021-W17,46.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Daily ICU occupancy,2021-04-27,2021-W17,47.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Daily ICU occupancy,2021-04-28,2021-W17,45.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Daily ICU occupancy,2021-04-29,2021-W17,44.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Daily ICU occupancy,2021-04-30,2021-W17,44.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Daily ICU occupancy,2021-05-01,2021-W17,41.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Daily ICU occupancy,2021-05-02,2021-W17,41.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Daily ICU occupancy,2021-05-03,2021-W18,40.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Daily ICU occupancy,2021-05-04,2021-W18,41.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Daily ICU occupancy,2021-05-05,2021-W18,37.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Daily ICU occupancy,2021-05-06,2021-W18,36.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Daily ICU occupancy,2021-05-07,2021-W18,34.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Daily ICU occupancy,2021-05-08,2021-W18,33.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Daily ICU occupancy,2021-05-09,2021-W18,31.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Daily ICU occupancy,2021-05-10,2021-W19,31.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Daily ICU occupancy,2021-05-11,2021-W19,34.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Daily ICU occupancy,2021-05-12,2021-W19,34.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Daily ICU occupancy,2021-05-13,2021-W19,36.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Daily ICU occupancy,2021-05-14,2021-W19,39.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Daily ICU occupancy,2021-05-15,2021-W19,40.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Daily ICU occupancy,2021-05-16,2021-W19,42.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Daily ICU occupancy,2021-05-17,2021-W20,42.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Daily ICU occupancy,2021-05-18,2021-W20,39.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Daily ICU occupancy,2021-05-19,2021-W20,38.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Daily ICU occupancy,2021-05-20,2021-W20,38.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Daily ICU occupancy,2021-05-21,2021-W20,38.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Daily ICU occupancy,2021-05-22,2021-W20,42.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Daily ICU occupancy,2021-05-23,2021-W20,43.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Daily ICU occupancy,2021-05-24,2021-W21,44.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Daily ICU occupancy,2021-05-25,2021-W21,41.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Daily ICU occupancy,2021-05-26,2021-W21,41.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Daily ICU occupancy,2021-05-27,2021-W21,39.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Daily ICU occupancy,2021-05-28,2021-W21,38.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Daily ICU occupancy,2021-05-29,2021-W21,35.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Daily ICU occupancy,2021-05-30,2021-W21,35.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Daily ICU occupancy,2021-05-31,2021-W22,35.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Daily ICU occupancy,2021-06-01,2021-W22,34.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Daily ICU occupancy,2021-06-02,2021-W22,34.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Daily ICU occupancy,2021-06-03,2021-W22,30.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Daily ICU occupancy,2021-06-04,2021-W22,28.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Daily ICU occupancy,2021-06-05,2021-W22,29.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Daily ICU occupancy,2021-06-06,2021-W22,27.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Daily ICU occupancy,2021-06-07,2021-W23,26.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Daily ICU occupancy,2021-06-08,2021-W23,27.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Daily ICU occupancy,2021-06-09,2021-W23,27.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Daily ICU occupancy,2021-06-10,2021-W23,23.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Daily ICU occupancy,2021-06-11,2021-W23,23.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Daily ICU occupancy,2021-06-12,2021-W23,22.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Daily ICU occupancy,2021-06-13,2021-W23,22.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Daily ICU occupancy,2021-06-14,2021-W24,23.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Daily ICU occupancy,2021-06-15,2021-W24,23.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Daily ICU occupancy,2021-06-16,2021-W24,19.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Daily ICU occupancy,2021-06-17,2021-W24,18.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Daily ICU occupancy,2021-06-18,2021-W24,15.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Daily ICU occupancy,2021-06-19,2021-W24,14.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Daily ICU occupancy,2021-06-20,2021-W24,15.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Daily ICU occupancy,2021-06-21,2021-W25,13.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Daily ICU occupancy,2021-06-22,2021-W25,13.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Daily ICU occupancy,2021-06-23,2021-W25,13.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Daily ICU occupancy,2021-06-24,2021-W25,13.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Daily ICU occupancy,2021-06-25,2021-W25,13.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Daily ICU occupancy,2021-06-26,2021-W25,13.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Daily ICU occupancy,2021-06-27,2021-W25,15.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Daily ICU occupancy,2021-06-28,2021-W26,16.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Daily ICU occupancy,2021-06-29,2021-W26,16.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Daily ICU occupancy,2021-06-30,2021-W26,14.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Daily ICU occupancy,2021-07-01,2021-W26,14.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Daily ICU occupancy,2021-07-02,2021-W26,14.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Daily ICU occupancy,2021-07-03,2021-W26,14.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Daily ICU occupancy,2021-07-04,2021-W26,14.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Daily ICU occupancy,2021-07-05,2021-W27,14.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Daily ICU occupancy,2021-07-06,2021-W27,16.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Daily ICU occupancy,2021-07-07,2021-W27,17.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Daily ICU occupancy,2021-07-08,2021-W27,17.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Daily ICU occupancy,2021-07-09,2021-W27,15.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Daily ICU occupancy,2021-07-10,2021-W27,16.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Daily ICU occupancy,2021-07-11,2021-W27,16.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Daily ICU occupancy,2021-07-12,2021-W28,16.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Daily ICU occupancy,2021-07-13,2021-W28,17.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Daily ICU occupancy,2021-07-14,2021-W28,20.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Daily ICU occupancy,2021-07-15,2021-W28,22.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Daily ICU occupancy,2021-07-16,2021-W28,23.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Daily ICU occupancy,2021-07-17,2021-W28,22.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Daily ICU occupancy,2021-07-18,2021-W28,22.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Daily ICU occupancy,2021-07-19,2021-W29,20.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Daily ICU occupancy,2021-07-20,2021-W29,21.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Daily ICU occupancy,2021-07-21,2021-W29,22.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Daily ICU occupancy,2021-07-22,2021-W29,23.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Daily ICU occupancy,2021-07-23,2021-W29,22.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Daily ICU occupancy,2021-07-24,2021-W29,21.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Daily ICU occupancy,2021-07-25,2021-W29,22.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Daily ICU occupancy,2021-07-26,2021-W30,25.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Daily ICU occupancy,2021-07-27,2021-W30,27.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Daily ICU occupancy,2021-07-28,2021-W30,26.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Daily ICU occupancy,2021-07-29,2021-W30,26.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Daily ICU occupancy,2021-07-30,2021-W30,23.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Daily ICU occupancy,2021-07-31,2021-W30,26.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Daily ICU occupancy,2021-08-01,2021-W30,26.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Daily ICU occupancy,2021-08-02,2021-W31,27.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Daily ICU occupancy,2021-08-03,2021-W31,29.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Daily ICU occupancy,2021-08-04,2021-W31,30.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Daily ICU occupancy,2021-08-05,2021-W31,28.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Daily ICU occupancy,2021-08-06,2021-W31,30.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Daily ICU occupancy,2021-08-07,2021-W31,33.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Daily ICU occupancy,2021-08-08,2021-W31,31.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Daily ICU occupancy,2021-08-09,2021-W32,34.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Daily ICU occupancy,2021-08-10,2021-W32,33.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Daily ICU occupancy,2021-08-11,2021-W32,36.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Daily ICU occupancy,2021-08-12,2021-W32,37.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Daily ICU occupancy,2021-08-13,2021-W32,43.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Daily ICU occupancy,2021-08-14,2021-W32,43.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Daily ICU occupancy,2021-08-15,2021-W32,48.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Daily ICU occupancy,2021-08-16,2021-W33,51.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Daily ICU occupancy,2021-08-17,2021-W33,54.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Daily ICU occupancy,2021-08-18,2021-W33,54.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Daily ICU occupancy,2021-08-19,2021-W33,52.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Daily ICU occupancy,2021-08-20,2021-W33,52.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Daily ICU occupancy,2021-08-21,2021-W33,54.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Daily ICU occupancy,2021-08-22,2021-W33,59.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Daily ICU occupancy,2021-08-23,2021-W34,60.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Daily ICU occupancy,2021-08-24,2021-W34,55.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Daily ICU occupancy,2021-08-25,2021-W34,56.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Daily ICU occupancy,2021-08-26,2021-W34,61.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Daily ICU occupancy,2021-08-27,2021-W34,59.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Daily ICU occupancy,2021-08-28,2021-W34,61.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Daily ICU occupancy,2021-08-29,2021-W34,60.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Daily ICU occupancy,2021-08-30,2021-W35,61.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Daily ICU occupancy,2021-08-31,2021-W35,54.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Daily ICU occupancy,2021-09-01,2021-W35,56.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Daily ICU occupancy,2021-09-02,2021-W35,59.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Daily ICU occupancy,2021-09-03,2021-W35,55.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Daily ICU occupancy,2021-09-04,2021-W35,52.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Daily ICU occupancy,2021-09-05,2021-W35,59.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Daily ICU occupancy,2021-09-06,2021-W36,59.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Daily ICU occupancy,2021-09-07,2021-W36,59.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Daily ICU occupancy,2021-09-08,2021-W36,56.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Daily ICU occupancy,2021-09-09,2021-W36,54.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Daily ICU occupancy,2021-09-10,2021-W36,59.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Daily ICU occupancy,2021-09-11,2021-W36,58.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Daily ICU occupancy,2021-09-12,2021-W36,59.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Daily ICU occupancy,2021-09-13,2021-W37,58.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Daily ICU occupancy,2021-09-14,2021-W37,60.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Daily ICU occupancy,2021-09-15,2021-W37,65.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Daily ICU occupancy,2021-09-16,2021-W37,67.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Daily ICU occupancy,2021-09-17,2021-W37,73.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Daily ICU occupancy,2021-09-18,2021-W37,66.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Daily ICU occupancy,2021-09-19,2021-W37,63.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Daily ICU occupancy,2021-09-20,2021-W38,65.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Daily ICU occupancy,2021-09-21,2021-W38,63.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Daily ICU occupancy,2021-09-22,2021-W38,63.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Daily ICU occupancy,2021-09-23,2021-W38,59.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Daily ICU occupancy,2021-09-24,2021-W38,61.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Daily ICU occupancy,2021-09-25,2021-W38,65.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Daily ICU occupancy,2021-09-26,2021-W38,65.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Weekly new hospital admissions per 100k,2020-04-05,2020-W14,3.3437809702604904,ECDC database compiled from public online sources,
Ireland,Weekly new hospital admissions per 100k,2020-04-12,2020-W15,5.660255738814451,ECDC database compiled from public online sources,
Ireland,Weekly new hospital admissions per 100k,2020-04-19,2020-W16,4.4718034662519806,ECDC database compiled from public online sources,
Ireland,Weekly new hospital admissions per 100k,2020-04-26,2020-W17,3.8675057005422597,ECDC database compiled from public online sources,
Ireland,Weekly new hospital admissions per 100k,2020-05-03,2020-W18,4.18979784225411,ECDC database compiled from public online sources,
Ireland,Weekly new hospital admissions per 100k,2020-05-10,2020-W19,2.4977640982668703,ECDC database compiled from public online sources,
Ireland,Weekly new hospital admissions per 100k,2020-05-17,2020-W20,1.4301713788463601,ECDC database compiled from public online sources,
Ireland,Weekly new hospital admissions per 100k,2020-05-24,2020-W21,1.49060115541733,ECDC database compiled from public online sources,
Ireland,Weekly new hospital admissions per 100k,2020-05-31,2020-W22,1.0675927194205201,ECDC database compiled from public online sources,
Ireland,Weekly new hospital admissions per 100k,2020-06-07,2020-W23,0.543867989138755,ECDC database compiled from public online sources,
Ireland,Weekly new hospital admissions per 100k,2020-06-14,2020-W24,0.604297765709728,ECDC database compiled from public online sources,
Ireland,Weekly new hospital admissions per 100k,2020-06-21,2020-W25,0.382721918282828,ECDC database compiled from public online sources,
Ireland,Weekly new hospital admissions per 100k,2020-06-28,2020-W26,0.161146070855927,ECDC database compiled from public online sources,
Ireland,Weekly new hospital admissions per 100k,2020-07-05,2020-W27,0.161146070855927,ECDC database compiled from public online sources,
Ireland,Weekly new hospital admissions per 100k,2020-07-12,2020-W28,0.0805730354279637,ECDC database compiled from public online sources,
Ireland,Weekly new hospital admissions per 100k,2020-07-19,2020-W29,0.181289329712918,ECDC database compiled from public online sources,
Ireland,Weekly new hospital admissions per 100k,2020-07-26,2020-W30,0.2215758474269,ECDC database compiled from public online sources,
Ireland,Weekly new hospital admissions per 100k,2020-08-02,2020-W31,0.12085955314194599,ECDC database compiled from public online sources,
Ireland,Weekly new hospital admissions per 100k,2020-08-09,2020-W32,0.161146070855927,ECDC database compiled from public online sources,
Ireland,Weekly new hospital admissions per 100k,2020-08-16,2020-W33,0.282005623997873,ECDC database compiled from public online sources,
Ireland,Weekly new hospital admissions per 100k,2020-08-23,2020-W34,0.342435400568846,ECDC database compiled from public online sources,
Ireland,Weekly new hospital admissions per 100k,2020-08-30,2020-W35,0.4431516948538,ECDC database compiled from public online sources,
Ireland,Weekly new hospital admissions per 100k,2020-09-06,2020-W36,0.402865177139818,ECDC database compiled from public online sources,
Ireland,Weekly new hospital admissions per 100k,2020-09-13,2020-W37,0.483438212567782,ECDC database compiled from public online sources,
Ireland,Weekly new hospital admissions per 100k,2020-09-20,2020-W38,0.987019683992555,ECDC database compiled from public online sources,
Ireland,Weekly new hospital admissions per 100k,2020-09-27,2020-W39,1.12802249599149,ECDC database compiled from public online sources,
Ireland,Weekly new hospital admissions per 100k,2020-10-04,2020-W40,1.3697416022753799,ECDC database compiled from public online sources,
Ireland,Weekly new hospital admissions per 100k,2020-10-11,2020-W41,2.19561521541201,ECDC database compiled from public online sources,
Ireland,Weekly new hospital admissions per 100k,2020-10-18,2020-W42,3.02148882854864,ECDC database compiled from public online sources,
Ireland,Weekly new hospital admissions per 100k,2020-10-25,2020-W43,4.39123043082402,ECDC database compiled from public online sources,
Ireland,Weekly new hospital admissions per 100k,2020-11-01,2020-W44,3.44449726454545,ECDC database compiled from public online sources,
Ireland,Weekly new hospital admissions per 100k,2020-11-08,2020-W45,2.53805061598086,ECDC database compiled from public online sources,
Ireland,Weekly new hospital admissions per 100k,2020-11-15,2020-W46,1.85317981484317,ECDC database compiled from public online sources,
Ireland,Weekly new hospital admissions per 100k,2020-11-22,2020-W47,1.7726067794152,ECDC database compiled from public online sources,
Ireland,Weekly new hospital admissions per 100k,2020-11-29,2020-W48,1.9538961091281202,ECDC database compiled from public online sources,
Ireland,Weekly new hospital admissions per 100k,2020-12-06,2020-W49,1.3898848611323702,ECDC database compiled from public online sources,
Ireland,Weekly new hospital admissions per 100k,2020-12-13,2020-W50,1.69203374398724,ECDC database compiled from public online sources,
Ireland,Weekly new hospital admissions per 100k,2020-12-20,2020-W51,1.6718904851302498,ECDC database compiled from public online sources,
Ireland,Weekly new hospital admissions per 100k,2020-12-27,2020-W52,2.4373343216959,ECDC database compiled from public online sources,
Ireland,Weekly new hospital admissions per 100k,2021-01-03,2020-W53,7.65443836565655,ECDC database compiled from public online sources,
Ireland,Weekly new hospital admissions per 100k,2021-01-10,2021-W01,13.9189918701807,ECDC database compiled from public online sources,
Ireland,Weekly new hospital admissions per 100k,2021-01-17,2021-W02,18.0080734181499,ECDC database compiled from public online sources,
Ireland,Weekly new hospital admissions per 100k,2021-01-24,2021-W03,16.8196211455874,ECDC database compiled from public online sources,
Ireland,Weekly new hospital admissions per 100k,2021-01-31,2021-W04,12.3679609381924,ECDC database compiled from public online sources,
Ireland,Weekly new hospital admissions per 100k,2021-02-07,2021-W05,9.36661536850078,ECDC database compiled from public online sources,
Ireland,Weekly new hospital admissions per 100k,2021-02-14,2021-W06,6.88899452909089,ECDC database compiled from public online sources,
Ireland,Weekly new hospital admissions per 100k,2021-02-21,2021-W07,6.02283439824029,ECDC database compiled from public online sources,
Ireland,Weekly new hospital admissions per 100k,2021-02-28,2021-W08,4.12936806568314,ECDC database compiled from public online sources,
