name1,fb_population_1,name2,fb_population_2,link_value,ds
Charleroi,6521,Verviers,3100,6.762585849506022e-07,2020-06-16
Nivelles,4299,Verviers,3100,1.2269685003966792e-06,2020-06-16
Huy,1544,Verviers,3100,1.1242584810401958e-05,2020-06-16
Tongeren,3423,Verviers,3100,2.2306540093003583e-06,2020-06-16
Arlon,892,Verviers,3100,1.2580177328658451e-06,2020-06-16
Kortrijk,4385,Verviers,3100,1.3705780248613222e-07,2020-06-16
Virton,676,Verviers,3100,8.575696773587592e-07,2020-06-16
Diksmuide,849,Verviers,3100,2.470829511180588e-07,2020-06-16
Mechelen,4579,Verviers,3100,5.000887866388857e-07,2020-06-16
Gent,7460,Verviers,3100,2.2594475537050985e-07,2020-06-16
Tournai,2045,Verviers,3100,7.744652136954369e-07,2020-06-16
Ieper,1730,Verviers,3100,7.584300424128878e-08,2020-06-16
Huy,1544,Tielt,1482,9.429816237151931e-08,2020-06-16
Halle-Vilvoorde,7461,Tielt,1482,1.4763594589214129e-06,2020-06-16
Ieper,1730,Tielt,1482,1.5379565025899068e-05,2020-06-16
Thuin,2187,Tielt,1482,2.499186523204043e-07,2020-06-16
Maaseik,3903,Tielt,1482,4.0090763994104203e-07,2020-06-16
Antwerpen,13701,Tielt,1482,1.7595365754739444e-06,2020-06-16
Nivelles,4299,Tielt,1482,4.844998249217101e-07,2020-06-16
Marche-en-Famenne,796,Tielt,1482,6.81602564371673e-07,2020-06-16
Tongeren,3423,Tielt,1482,3.47122466070142e-07,2020-06-16
Leuven,6232,Tielt,1482,8.83808354587356e-07,2020-06-16
Veurne,909,Tielt,1482,1.1572520221411427e-05,2020-06-16
Mouscron,1237,Tielt,1482,4.824936748520971e-06,2020-06-16
Gent,7460,Tielt,1482,3.0744831634665134e-05,2020-06-16
Verviers,3100,Oudenaarde,1748,1.6641797340476013e-07,2020-06-16
Nivelles,4299,Oudenaarde,1748,1.1834023908036119e-06,2020-06-16
Mons,3697,Oudenaarde,1748,1.7276489471769337e-06,2020-06-16
Hasselt,6612,Oudenaarde,1748,1.2191596211523574e-06,2020-06-16
Oostende,2586,Oudenaarde,1748,1.4737657890986588e-05,2020-06-16
Arlon,892,Oudenaarde,1748,1.5524692670129864e-07,2020-06-16
Diksmuide,849,Oudenaarde,1748,4.426360001333115e-06,2020-06-16
Dendermonde,3166,Oudenaarde,1748,7.429046474527204e-06,2020-06-16
Mouscron,1237,Oudenaarde,1748,4.5121198277640834e-06,2020-06-16
Virton,676,Oudenaarde,1748,2.7705454786954523e-08,2020-06-16
Aalst,4795,Oudenaarde,1748,3.6678780511296975e-05,2020-06-16
Eeklo,1446,Oudenaarde,1748,1.2041232609255815e-05,2020-06-16
Mons,3697,Turnhout,7118,2.1371671526490525e-07,2020-06-16
Diksmuide,849,Turnhout,7118,8.134248816558234e-07,2020-06-16
Nivelles,4299,Turnhout,7118,5.69718009331801e-07,2020-06-16
Thuin,2187,Turnhout,7118,3.7338442581280253e-07,2020-06-16
Antwerpen,13701,Turnhout,7118,1.9754952214689854e-05,2020-06-16
Waremme,1149,Turnhout,7118,3.0925481617912173e-07,2020-06-16
Oudenaarde,1748,Turnhout,7118,6.255081949103553e-07,2020-06-16
Huy,1544,Turnhout,7118,2.4737966361279216e-07,2020-06-16
Brussel Hoofdstad,13693,Maaseik,3903,1.635396810436734e-06,2020-06-16
Diksmuide,849,Maaseik,3903,6.739205837661407e-07,2020-06-16
Maaseik,3903,Maaseik,3903,0.0,2020-06-16
Virton,676,Maaseik,3903,2.3575546102596303e-07,2020-06-16
Namur,4133,Maaseik,3903,2.589459858459323e-07,2020-06-16
Neufchâteau,777,Maaseik,3903,2.850934826338363e-07,2020-06-16
Brugge,4043,Maaseik,3903,2.6141910723644784e-06,2020-06-16
Dinant,1422,Maaseik,3903,1.3745725283209706e-07,2020-06-16
Tournai,2045,Maaseik,3903,1.9675624204019703e-07,2020-06-16
Ieper,1730,Maaseik,3903,5.485433685395475e-07,2020-06-16
Antwerpen,13701,Huy,1544,3.2571924632250393e-07,2020-06-16
Verviers,3100,Huy,1544,1.1242584810401958e-05,2020-06-16
Soignies,2718,Huy,1544,1.221820028902061e-06,2020-06-16
Philippeville,886,Huy,1544,2.918571798946131e-06,2020-06-16
Veurne,909,Huy,1544,3.6130723134818627e-06,2020-06-16
Nivelles,4299,Huy,1544,4.282101253720452e-06,2020-06-16
Namur,4133,Huy,1544,3.256372556130664e-05,2020-06-16
Liège,8395,Huy,1544,6.171546200847506e-05,2020-06-16
Neufchâteau,777,Huy,1544,3.8167165526528965e-06,2020-06-16
Sint-Niklaas,3843,Huy,1544,1.9954654411320796e-07,2020-06-16
Tielt,1482,Huy,1544,9.429816237151931e-08,2020-06-16
Huy,1544,Huy,1544,0.0,2020-06-16
Tournai,2045,Huy,1544,2.1318110625089605e-07,2020-06-16
Ieper,1730,Huy,1544,1.1847773741660947e-07,2020-06-16
Thuin,2187,Eeklo,1446,2.4092596763623404e-07,2020-06-16
Namur,4133,Eeklo,1446,1.7546106333550374e-07,2020-06-16
Dinant,1422,Eeklo,1446,2.0601528981987805e-07,2020-06-16
Verviers,3100,Eeklo,1446,6.376065052949004e-07,2020-06-16
Arlon,892,Eeklo,1446,8.306729647183287e-08,2020-06-16
Soignies,2718,Eeklo,1446,5.784177131869938e-07,2020-06-16
Hasselt,6612,Eeklo,1446,9.194869543242802e-07,2020-06-16
Mons,3697,Eeklo,1446,3.584399737442969e-07,2020-06-16
Kortrijk,4385,Eeklo,1446,6.3520157336543835e-06,2020-06-16
Roeselare,2663,Eeklo,1446,4.279655973647556e-06,2020-06-16
Charleroi,6521,Eeklo,1446,2.3493390518278513e-07,2020-06-16
Oostende,2586,Eeklo,1446,1.8720198904634398e-05,2020-06-16
Dendermonde,3166,Eeklo,1446,1.093785822788609e-05,2020-06-16
Tongeren,3423,Eeklo,1446,6.004904222114381e-07,2020-06-16
Leuven,6232,Eeklo,1446,1.0641197924474173e-06,2020-06-16
Tournai,2045,Eeklo,1446,6.115958519858326e-07,2020-06-16
Brussel Hoofdstad,13693,Virton,676,3.338452825206304e-06,2020-06-16
Liège,8395,Virton,676,3.5200211587255155e-06,2020-06-16
Sint-Niklaas,3843,Virton,676,9.527806696485011e-08,2020-06-16
Mons,3697,Virton,676,2.3321216050247906e-07,2020-06-16
Verviers,3100,Virton,676,8.575696773587592e-07,2020-06-16
Ieper,1730,Virton,676,1.7390037954733376e-08,2020-06-16
Brugge,4043,Virton,676,1.5100188238946587e-07,2020-06-16
Dendermonde,3166,Virton,676,2.7348522780759526e-08,2020-06-16
Thuin,2187,Virton,676,4.0261990246162454e-07,2020-06-16
Oudenaarde,1748,Virton,676,2.7705454786954523e-08,2020-06-16
Maaseik,3903,Virton,676,2.3575546102596303e-07,2020-06-16
Charleroi,6521,Virton,676,8.658789867134504e-07,2020-06-16
Diksmuide,849,Virton,676,2.419987470272874e-08,2020-06-16
Dinant,1422,Virton,676,1.0515890354011093e-05,2020-06-16
Ath,1198,Soignies,2718,5.1694842434421284e-05,2020-06-16
Mechelen,4579,Soignies,2718,8.923669348914265e-07,2020-06-16
Thuin,2187,Soignies,2718,7.69857889832837e-05,2020-06-16
Virton,676,Soignies,2718,2.3811234330847173e-07,2020-06-16
Hasselt,6612,Soignies,2718,5.661823868719753e-07,2020-06-16
Gent,7460,Soignies,2718,9.855669261018765e-07,2020-06-16
Halle-Vilvoorde,7461,Halle-Vilvoorde,7461,0.0,2020-06-16
Thuin,2187,Halle-Vilvoorde,7461,2.6530385115190714e-06,2020-06-16
Mons,3697,Halle-Vilvoorde,7461,3.7537786578266363e-06,2020-06-16
Roeselare,2663,Halle-Vilvoorde,7461,1.6145974896781378e-06,2020-06-16
Tielt,1482,Halle-Vilvoorde,7461,1.4763594589214129e-06,2020-06-16
Charleroi,6521,Halle-Vilvoorde,7461,4.848375461593949e-06,2020-06-16
Nivelles,4299,Halle-Vilvoorde,7461,2.009288933535069e-05,2020-06-16
Oostende,2586,Kortrijk,4385,2.45444424245547e-05,2020-06-16
Marche-en-Famenne,796,Kortrijk,4385,1.4182648778088915e-06,2020-06-16
Ieper,1730,Kortrijk,4385,6.34720288064255e-05,2020-06-16
Hasselt,6612,Kortrijk,4385,5.086983942159666e-07,2020-06-16
Brugge,4043,Kortrijk,4385,1.3714702923016854e-05,2020-06-16
Mouscron,1237,Kortrijk,4385,3.2997149467967066e-05,2020-06-16
Diksmuide,849,Kortrijk,4385,1.6444654898506973e-05,2020-06-16
Turnhout,7118,Kortrijk,4385,1.1961841321570758e-06,2020-06-16
Thuin,2187,Kortrijk,4385,4.243427076285696e-07,2020-06-16
Waremme,1149,Kortrijk,4385,5.099758442360656e-07,2020-06-16
Tielt,1482,Kortrijk,4385,5.263726701192944e-05,2020-06-16
Leuven,6232,Kortrijk,4385,1.2508740598889943e-06,2020-06-16
Namur,4133,Kortrijk,4385,2.461929639683244e-07,2020-06-16
Ath,1198,Kortrijk,4385,1.999808945963978e-06,2020-06-16
Oudenaarde,1748,Kortrijk,4385,3.254481513883365e-05,2020-06-16
Veurne,909,Kortrijk,4385,2.2131099917470347e-05,2020-06-16
Eeklo,1446,Kortrijk,4385,6.3520157336543835e-06,2020-06-16
Dinant,1422,Kortrijk,4385,6.788002971530436e-07,2020-06-16
Tournai,2045,Kortrijk,4385,8.822042141621836e-06,2020-06-16
Gent,7460,Kortrijk,4385,1.752449084055737e-05,2020-06-16
Waremme,1149,Ath,1198,8.31703310159571e-07,2020-06-16
Dinant,1422,Ath,1198,1.7808220913959732e-06,2020-06-16
Maaseik,3903,Ath,1198,1.9678773035956858e-07,2020-06-16
Neufchâteau,777,Ath,1198,5.067714643197591e-07,2020-06-16
Soignies,2718,Ath,1198,5.1694842434421284e-05,2020-06-16
Thuin,2187,Ath,1198,7.613065126616519e-06,2020-06-16
Ath,1198,Ath,1198,0.0,2020-06-16
Kortrijk,4385,Ath,1198,1.999808945963978e-06,2020-06-16
Turnhout,7118,Ath,1198,2.3861092621614625e-07,2020-06-16
Tielt,1482,Ath,1198,9.87349693526655e-07,2020-06-16
Oostende,2586,Ath,1198,3.856299750413683e-06,2020-06-16
Mouscron,1237,Ath,1198,1.0039621540128313e-05,2020-06-16
Eeklo,1446,Ath,1198,7.487831354891945e-07,2020-06-16
Namur,4133,Mouscron,1237,1.2634325407808392e-06,2020-06-16
Thuin,2187,Mouscron,1237,1.4659172576408957e-06,2020-06-16
Soignies,2718,Mouscron,1237,5.180192372020496e-06,2020-06-16
Liège,8395,Mouscron,1237,1.6627352173734973e-07,2020-06-16
Marche-en-Famenne,796,Mouscron,1237,4.4190134953165945e-06,2020-06-16
Bastogne,617,Mouscron,1237,4.178934667031949e-07,2020-06-16
Roeselare,2663,Mouscron,1237,9.58821049574878e-06,2020-06-16
Kortrijk,4385,Mouscron,1237,3.2997149467967066e-05,2020-06-16
Mouscron,1237,Mouscron,1237,0.0,2020-06-16
Tournai,2045,Mouscron,1237,9.889574907324292e-05,2020-06-16
Halle-Vilvoorde,7461,Dinant,1422,2.3920889567116327e-06,2020-06-16
Halle-Vilvoorde,7461,Namur,4133,3.910899407914566e-06,2020-06-16
Marche-en-Famenne,796,Dinant,1422,9.8167143258767e-05,2020-06-16
Virton,676,Namur,4133,3.0174778681171867e-06,2020-06-16
Virton,676,Dinant,1422,1.0515890354011093e-05,2020-06-16
Ath,1198,Namur,4133,2.2455668689087798e-06,2020-06-16
Ath,1198,Dinant,1422,1.7808220913959732e-06,2020-06-16
Philippeville,886,Dinant,1422,2.6423435185852914e-05,2020-06-16
Huy,1544,Dinant,1422,1.2802215609188566e-05,2020-06-16
Dinant,1422,Dinant,1422,0.0,2020-06-16
Namur,4133,Dinant,1422,7.976090370571957e-05,2020-06-16
Dinant,1422,Namur,4133,7.976090370571957e-05,2020-06-16
Turnhout,7118,Dinant,1422,3.624015700281611e-07,2020-06-16
Arlon,892,Namur,4133,2.099361947676237e-06,2020-06-16
Tielt,1482,Dinant,1422,1.5770173627898106e-07,2020-06-16
Mons,3697,Dinant,1422,2.392346270921556e-06,2020-06-16
Mons,3697,Namur,4133,4.526345791547905e-06,2020-06-16
Dendermonde,3166,Dinant,1422,4.5008135902021616e-07,2020-06-16
Namur,4133,Namur,4133,0.0,2020-06-16
Soignies,2718,Dinant,1422,3.253663606740298e-06,2020-06-16
Eeklo,1446,Namur,4133,1.7546106333550374e-07,2020-06-16
Dendermonde,3166,Namur,4133,6.190788044553073e-07,2020-06-16
Brugge,4043,Dinant,1422,4.0068062779609854e-07,2020-06-16
Diksmuide,849,Namur,4133,2.089348139710688e-07,2020-06-16
Kortrijk,4385,Namur,4133,2.461929639683244e-07,2020-06-16
Kortrijk,4385,Dinant,1422,6.788002971530436e-07,2020-06-16
Leuven,6232,Namur,4133,1.2194703508154189e-06,2020-06-16
Gent,7460,Namur,4133,3.5660922070835353e-07,2020-06-16
Gent,7460,Dinant,1422,4.5665452801684295e-07,2020-06-16
Halle-Vilvoorde,7461,Roeselare,2663,1.6145974896781378e-06,2020-06-16
Brussel Hoofdstad,13693,Roeselare,2663,1.870216381694531e-06,2020-06-16
Liège,8395,Roeselare,2663,1.508782082666767e-07,2020-06-16
Maaseik,3903,Roeselare,2663,6.598364565877351e-07,2020-06-16
Namur,4133,Roeselare,2663,1.6292255122370465e-07,2020-06-16
Brugge,4043,Roeselare,2663,3.6212475598584866e-05,2020-06-16
Oostende,2586,Roeselare,2663,2.998014807557017e-05,2020-06-16
Virton,676,Roeselare,2663,9.285846723381023e-08,2020-06-16
Mouscron,1237,Roeselare,2663,9.58821049574878e-06,2020-06-16
Turnhout,7118,Roeselare,2663,6.263713691435238e-07,2020-06-16
Dinant,1422,Roeselare,2663,1.3084608190457846e-06,2020-06-16
Mechelen,4579,Roeselare,2663,9.164516918080448e-07,2020-06-16
Gent,7460,Roeselare,2663,9.895126688383299e-06,2020-06-16
Maaseik,3903,Diksmuide,849,6.739205837661407e-07,2020-06-16
Mons,3697,Diksmuide,849,3.2760583885505154e-07,2020-06-16
Tongeren,3423,Diksmuide,849,7.615956394175653e-07,2020-06-16
Diksmuide,849,Diksmuide,849,0.0,2020-06-16
Oudenaarde,1748,Diksmuide,849,4.426360001333115e-06,2020-06-16
Virton,676,Diksmuide,849,2.419987470272874e-08,2020-06-16
Waremme,1149,Diksmuide,849,2.2780317213639174e-07,2020-06-16
Dendermonde,3166,Diksmuide,849,2.280547185109573e-06,2020-06-16
Huy,1544,Diksmuide,849,1.4682033530785795e-07,2020-06-16
Halle-Vilvoorde,7461,Brussel Hoofdstad,13693,0.0001068661639212378,2020-06-16
Turnhout,7118,Brussel Hoofdstad,13693,2.0222398093958708e-06,2020-06-16
Namur,4133,Brussel Hoofdstad,13693,1.3593173302740014e-05,2020-06-16
Brugge,4043,Brussel Hoofdstad,13693,5.25248463324646e-06,2020-06-16
Leuven,6232,Brussel Hoofdstad,13693,1.7403101658648892e-05,2020-06-16
Mechelen,4579,Brussel Hoofdstad,13693,1.1252954011995294e-05,2020-06-16
Halle-Vilvoorde,7461,Philippeville,886,1.936869528708264e-06,2020-06-16
Sint-Niklaas,3843,Philippeville,886,4.322379673271241e-07,2020-06-16
Veurne,909,Philippeville,886,5.8079592401534736e-06,2020-06-16
Soignies,2718,Philippeville,886,7.419832815738713e-06,2020-06-16
Ath,1198,Philippeville,886,3.999366591553721e-06,2020-06-16
Brugge,4043,Philippeville,886,3.549119440839879e-07,2020-06-16
Nivelles,4299,Philippeville,886,8.966669714654573e-06,2020-06-16
Arlon,892,Philippeville,886,1.0531806044211269e-06,2020-06-16
Thuin,2187,Philippeville,886,4.6742153032039596e-05,2020-06-16
Eeklo,1446,Philippeville,886,7.859655221100667e-08,2020-06-16
Dendermonde,3166,Philippeville,886,8.836376037300361e-07,2020-06-16
Gent,7460,Philippeville,886,2.2124038321788244e-07,2020-06-16
Mons,3697,Tongeren,3423,1.499678233804513e-07,2020-06-16
Liège,8395,Tongeren,3423,5.8045001993525254e-06,2020-06-16
Roeselare,2663,Tongeren,3423,5.961882743816359e-07,2020-06-16
Hasselt,6612,Tongeren,3423,5.941944087448662e-05,2020-06-16
Thuin,2187,Tongeren,3423,1.7539117248699045e-07,2020-06-16
Arlon,892,Tongeren,3423,8.3340304676714e-08,2020-06-16
Brugge,4043,Tongeren,3423,3.5266196274619523e-06,2020-06-16
Huy,1544,Tongeren,3423,2.1701984865206383e-06,2020-06-16
Veurne,909,Tongeren,3423,2.883402219720602e-06,2020-06-16
Tongeren,3423,Tongeren,3423,0.0,2020-06-16
Antwerpen,13701,Tongeren,3423,2.3641892544672275e-06,2020-06-16
Aalst,4795,Tongeren,3423,6.474321316688339e-07,2020-06-16
Diksmuide,849,Tongeren,3423,7.615956394175653e-07,2020-06-16
Oudenaarde,1748,Tongeren,3423,4.054700752015525e-07,2020-06-16
Tournai,2045,Tongeren,3423,1.8012948484010416e-07,2020-06-16
Mons,3697,Mons,3697,0.0,2020-06-16
Bastogne,617,Mons,3697,5.982262254486132e-07,2020-06-16
Brussel Hoofdstad,13693,Mons,3697,1.1291074344433015e-05,2020-06-16
Hasselt,6612,Mons,3697,2.3745825419768143e-07,2020-06-16
Huy,1544,Mons,3697,1.2914868324695084e-06,2020-06-16
Arlon,892,Mons,3697,9.972606792413422e-08,2020-06-16
Charleroi,6521,Mons,3697,1.5411566095936687e-05,2020-06-16
Leuven,6232,Mons,3697,5.998960998556478e-07,2020-06-16
Tielt,1482,Mons,3697,3.019309658405369e-07,2020-06-16
Neufchâteau,777,Mons,3697,1.5572173499450442e-06,2020-06-16
Tournai,2045,Mons,3697,2.356292920224027e-05,2020-06-16
Thuin,2187,Leuven,6232,6.009425070477277e-07,2020-06-16
Veurne,909,Leuven,6232,5.409873834236328e-06,2020-06-16
Verviers,3100,Leuven,6232,7.627445794528281e-07,2020-06-16
Bastogne,617,Leuven,6232,5.872176719354355e-07,2020-06-16
Namur,4133,Leuven,6232,1.2194703508154189e-06,2020-06-16
Dinant,1422,Leuven,6232,9.073303663834095e-07,2020-06-16
Brugge,4043,Leuven,6232,5.879387437180633e-06,2020-06-16
Oostende,2586,Leuven,6232,1.2678210295701335e-05,2020-06-16
Mouscron,1237,Leuven,6232,4.086527639761113e-07,2020-06-16
Oudenaarde,1748,Leuven,6232,1.5976235669730968e-06,2020-06-16
Leuven,6232,Leuven,6232,0.0,2020-06-16
Gent,7460,Leuven,6232,2.319373954186236e-06,2020-06-16
Marche-en-Famenne,796,Oostende,2586,5.2269393191666985e-06,2020-06-16
Dendermonde,3166,Oostende,2586,1.5025856381699276e-05,2020-06-16
Halle-Vilvoorde,7461,Oostende,2586,1.5079492636765704e-05,2020-06-16
Nivelles,4299,Oostende,2586,4.080214258659145e-06,2020-06-16
Oudenaarde,1748,Oostende,2586,1.4737657890986588e-05,2020-06-16
Arlon,892,Oostende,2586,5.272742506519416e-07,2020-06-16
Brussel Hoofdstad,13693,Oostende,2586,8.132768874492888e-06,2020-06-16
Oostende,2586,Oostende,2586,0.0,2020-06-16
Antwerpen,13701,Oostende,2586,7.511529236767002e-06,2020-06-16
Tielt,1482,Marche-en-Famenne,796,6.81602564371673e-07,2020-06-16
Maaseik,3903,Marche-en-Famenne,796,4.45453172674985e-07,2020-06-16
Liège,8395,Marche-en-Famenne,796,2.035695603669481e-05,2020-06-16
Roeselare,2663,Marche-en-Famenne,796,7.104393451261099e-07,2020-06-16
Veurne,909,Marche-en-Famenne,796,2.237601123117815e-06,2020-06-16
Charleroi,6521,Marche-en-Famenne,796,3.969522258280494e-06,2020-06-16
Philippeville,886,Marche-en-Famenne,796,3.3886715637739375e-06,2020-06-16
Diksmuide,849,Marche-en-Famenne,796,5.233331482510238e-07,2020-06-16
Dendermonde,3166,Marche-en-Famenne,796,1.114239753047341e-06,2020-06-16
Mons,3697,Marche-en-Famenne,796,8.909926320552618e-07,2020-06-16
Waremme,1149,Marche-en-Famenne,796,1.291813742202107e-05,2020-06-16
Kortrijk,4385,Marche-en-Famenne,796,1.4182648778088915e-06,2020-06-16
Virton,676,Marche-en-Famenne,796,1.0002751323537947e-05,2020-06-16
Mechelen,4579,Marche-en-Famenne,796,8.132729914822293e-07,2020-06-16
Gent,7460,Marche-en-Famenne,796,2.1707695623100394e-06,2020-06-16
Bastogne,617,Mechelen,4579,2.816691272781598e-06,2020-06-16
Marche-en-Famenne,796,Mechelen,4579,8.132729914822293e-07,2020-06-16
Turnhout,7118,Mechelen,4579,1.4874032994409e-05,2020-06-16
Neufchâteau,777,Mechelen,4579,3.574668972603644e-07,2020-06-16
Dinant,1422,Mechelen,4579,4.0474272210514435e-07,2020-06-16
Halle-Vilvoorde,7461,Mechelen,4579,1.9074820863514952e-05,2020-06-16
Mouscron,1237,Mechelen,4579,3.3242626710433326e-07,2020-06-16
Oostende,2586,Mechelen,4579,9.260160396830933e-06,2020-06-16
Aalst,4795,Mechelen,4579,4.408444624990624e-06,2020-06-16
Diksmuide,849,Mechelen,4579,1.1520485760698992e-06,2020-06-16
Brussel Hoofdstad,13693,Mechelen,4579,1.1252954011995294e-05,2020-06-16
Charleroi,6521,Mechelen,4579,7.208323954339038e-07,2020-06-16
Tournai,2045,Mechelen,4579,1.896340898915104e-06,2020-06-16
Tongeren,3423,Neufchâteau,777,1.2439627856346688e-07,2020-06-16
Verviers,3100,Neufchâteau,777,2.124820673207769e-06,2020-06-16
Ieper,1730,Neufchâteau,777,4.6237401728731203e-07,2020-06-16
Arlon,866,Diksmuide,814,2.6739345446042904e-08,2020-06-02
Dendermonde,3152,Diksmuide,814,1.953984544403326e-06,2020-06-02
Thuin,2202,Diksmuide,814,2.786744952957487e-07,2020-06-02
Verviers,3161,Diksmuide,814,8.617238133214089e-08,2020-06-02
Mechelen,4579,Diksmuide,814,1.1338458597685505e-06,2020-06-02
Diksmuide,814,Diksmuide,814,0.0,2020-06-02
Namur,4178,Diksmuide,814,1.659811975752617e-07,2020-06-02
Philippeville,911,Diksmuide,814,1.2107243172007167e-07,2020-06-02
Ath,1281,Diksmuide,814,7.972783148427175e-07,2020-06-02
Tongeren,3399,Diksmuide,814,5.676031713101439e-07,2020-06-02
Sint-Niklaas,3895,Diksmuide,814,1.323416759873756e-06,2020-06-02
Aalst,4696,Thuin,2202,7.996015290616992e-07,2020-06-02
Charleroi,6408,Thuin,2202,4.8455599794855136e-05,2020-06-02
Oostende,2584,Thuin,2202,2.513735647867509e-06,2020-06-02
Brussel Hoofdstad,13429,Thuin,2202,6.877192088119757e-06,2020-06-02
Maaseik,3942,Thuin,2202,6.537347366287985e-08,2020-06-02
Diksmuide,814,Thuin,2202,2.786744952957487e-07,2020-06-02
Roeselare,2684,Thuin,2202,4.2501410482828274e-07,2020-06-02
Hasselt,6593,Thuin,2202,2.3018426315251328e-07,2020-06-02
Waremme,1204,Thuin,2202,1.3837657375999142e-06,2020-06-02
Philippeville,911,Thuin,2202,3.777218066243809e-05,2020-06-02
Ath,1281,Thuin,2202,5.490572833280229e-06,2020-06-02
Brussel Hoofdstad,13429,Antwerpen,13761,6.149555653224742e-06,2020-06-02
Tielt,1505,Antwerpen,13761,9.370095693063896e-07,2020-06-02
Eeklo,1406,Antwerpen,13761,4.619297343013108e-06,2020-06-02
Maaseik,3942,Antwerpen,13761,2.1795971641878784e-06,2020-06-02
Soignies,2732,Antwerpen,13761,5.331195905822589e-07,2020-06-02
Neufchâteau,827,Gent,7404,8.967784707654068e-08,2020-06-02
Dinant,1466,Gent,7404,3.267953511977427e-07,2020-06-02
Ath,1281,Gent,7404,1.2266745914897363e-06,2020-06-02
Tournai,2038,Gent,7404,9.962152161002053e-07,2020-06-02
Virton,650,Gent,7404,3.0384856154710285e-07,2020-06-02
Nivelles,4351,Gent,7404,6.583104236748194e-07,2020-06-02
Oudenaarde,1827,Gent,7404,2.873437222126166e-05,2020-06-02
Leuven,6204,Gent,7404,1.5481980961034838e-06,2020-06-02
Tielt,1505,Gent,7404,1.9890022689981768e-05,2020-06-02
Halle-Vilvoorde,7648,Gent,7404,3.8235387983343834e-06,2020-06-02
Maaseik,3942,Gent,7404,4.752709457918375e-07,2020-06-02
Dinant,1466,Mechelen,4579,3.092433154177752e-07,2020-06-02
Eeklo,1406,Mechelen,4579,1.9633015949150243e-06,2020-06-02
Philippeville,911,Mechelen,4579,1.6873409525973888e-07,2020-06-02
Charleroi,6408,Mechelen,4579,3.973868877448809e-07,2020-06-02
Bastogne,595,Mechelen,4579,1.671338987658833e-07,2020-06-02
Mouscron,1219,Mechelen,4579,8.471585846433139e-07,2020-06-02
Ath,1281,Mechelen,4579,2.5631595181106675e-07,2020-06-02
Roeselare,2684,Mechelen,4579,7.327041448422379e-07,2020-06-02
Leuven,6204,Mechelen,4579,1.443349054930372e-05,2020-06-02
Gent,7404,Mechelen,4579,2.9309882258814436e-06,2020-06-02
Oostende,2584,Mechelen,4579,7.456111575329778e-06,2020-06-02
Verviers,3161,Kortrijk,4469,2.271846070975778e-07,2020-06-02
Tournai,2038,Kortrijk,4469,8.129949284514009e-06,2020-06-02
Bastogne,595,Kortrijk,4469,9.942815046507901e-08,2020-06-02
Nivelles,4351,Kortrijk,4469,3.8833835056584394e-07,2020-06-02
Oostende,2584,Kortrijk,4469,2.2976510798404928e-05,2020-06-02
Waremme,1204,Kortrijk,4469,2.0050808627374102e-07,2020-06-02
Ieper,1698,Kortrijk,4469,4.3111913944512594e-05,2020-06-02
Tielt,1505,Kortrijk,4469,4.0392487651902646e-05,2020-06-02
Hasselt,6593,Kortrijk,4469,6.195321670073551e-07,2020-06-02
Huy,1593,Kortrijk,4469,3.190465004409065e-07,2020-06-02
Mechelen,4579,Kortrijk,4469,1.1608182903208872e-06,2020-06-02
Oudenaarde,1827,Kortrijk,4469,2.5587283787451997e-05,2020-06-02
Thuin,2202,Waremme,1204,1.3837657375999142e-06,2020-06-02
Diksmuide,814,Waremme,1204,1.7258893920023483e-07,2020-06-02
Leuven,6204,Waremme,1204,3.095941750117547e-06,2020-06-02
Dendermonde,3152,Waremme,1204,3.867601692823668e-07,2020-06-02
Huy,1593,Waremme,1204,4.9749503518249875e-05,2020-06-02
Sint-Niklaas,3895,Waremme,1204,1.3337996830121922e-07,2020-06-02
Antwerpen,13761,Waremme,1204,3.031293737931086e-07,2020-06-02
Mouscron,1219,Waremme,1204,1.0950256440405493e-07,2020-06-02
Neufchâteau,827,Waremme,1204,1.1682083948752492e-06,2020-06-02
Charleroi,6408,Waremme,1204,2.620499025370583e-06,2020-06-02
Ath,1281,Waremme,1204,4.6762558238746117e-07,2020-06-02
Arlon,866,Waremme,1204,7.159811576670698e-07,2020-06-02
Roeselare,2684,Waremme,1204,1.4689682582907354e-07,2020-06-02
Aalst,4696,Waremme,1204,7.803705105908296e-07,2020-06-02
Brussel Hoofdstad,13429,Waremme,1204,7.0111334284403735e-06,2020-06-02
Gent,7404,Waremme,1204,3.632981980918626e-07,2020-06-02
Mons,3730,Waremme,1204,6.65032363715484e-07,2020-06-02
Hasselt,6593,Waremme,1204,1.6714416658130242e-06,2020-06-02
Eeklo,1406,Waremme,1204,4.893438513826693e-08,2020-06-02
Arlon,866,Brussel Hoofdstad,13429,3.7045267100667525e-06,2020-06-02
Thuin,2202,Brussel Hoofdstad,13429,6.877192088119757e-06,2020-06-02
Sint-Niklaas,3895,Brussel Hoofdstad,13429,3.2505441772417204e-06,2020-06-02
Turnhout,7007,Brussel Hoofdstad,13429,1.4533455050551011e-06,2020-06-02
Tielt,1505,Brussel Hoofdstad,13429,1.313865414009175e-06,2020-06-02
Namur,4178,Brussel Hoofdstad,13429,8.252758253395436e-06,2020-06-02
Ieper,1698,Brussel Hoofdstad,13429,1.4254382150044374e-06,2020-06-02
